,Class,champion,color,dmgdealt/min,dmgtaken/min,games,internal,patch,patchnum,season
2183,Tank,Ornn,#393663,510.0716865064596,2064.0914278614177,24755.0,16.0,8.16,16.0,8.0
2184,Fighter,Pantheon,#664A40,600.7010490154372,1395.271276051015,92068.0,16.0,8.16,16.0,8.0
2185,Tank,Poppy,#393663,532.238354931826,2098.9884231526257,67927.0,16.0,8.16,16.0,8.0
2186,Support,Pyke,#FFB733,344.8170417112345,1485.0476469651105,155698.0,16.0,8.16,16.0,8.0
2187,Specialist,Quinn,#EB8596,684.1652486918093,1069.0582771403226,76689.0,16.0,8.16,16.0,8.0
2188,Support,Rakan,#FFB733,261.3811640435506,1291.3627351178332,68159.0,16.0,8.16,16.0,8.0
2189,Tank,Rammus,#393663,488.8650259235792,2674.737764342224,59761.0,16.0,8.16,16.0,8.0
2190,Fighter,Rek'Sai,#664A40,507.93463774192736,2087.0038677457574,10475.0,16.0,8.16,16.0,8.0
2191,Fighter,Renekton,#664A40,600.3864216370379,2036.8892972107199,70205.0,16.0,8.16,16.0,8.0
2192,Fighter,Rengar,#664A40,579.3881767387512,1881.2340951576582,79282.0,16.0,8.16,16.0,8.0
2193,Assassin,Riven,#ED2941,555.3314091172995,1697.0899812466193,80903.0,16.0,8.16,16.0,8.0
2194,Mage,Rumble,#25BAA4,719.1863856718968,1481.8082916113572,28940.0,16.0,8.16,16.0,8.0
2195,Mage,Ryze,#25BAA4,629.3118776257577,1271.0341080913238,51380.0,16.0,8.16,16.0,8.0
2196,Tank,Sejuani,#393663,391.8036401574161,2278.9972603094575,27426.0,16.0,8.16,16.0,8.0
2197,Assassin,Shaco,#ED2941,519.5920303530617,1407.7435467895205,58958.0,16.0,8.16,16.0,8.0
2198,Tank,Shen,#393663,361.64508293602404,1931.3014453716517,66874.0,16.0,8.16,16.0,8.0
2199,Fighter,Shyvana,#664A40,554.0216010975266,2202.4329169512202,41039.0,16.0,8.16,16.0,8.0
2200,Specialist,Singed,#EB8596,625.4403897876718,1876.3044668750044,38863.0,16.0,8.16,16.0,8.0
2201,Tank,Sion,#393663,575.831203352218,2930.859995858471,78578.0,16.0,8.16,16.0,8.0
2202,Marksman,Sivir,#0D1F22,638.795983228125,965.8694572693989,43923.0,16.0,8.16,16.0,8.0
2203,Fighter,Skarner,#664A40,359.48235890947507,2272.2587360052025,12065.0,16.0,8.16,16.0,8.0
2204,Support,Sona,#FFB733,397.7289862631194,1158.0222416303752,100095.0,16.0,8.16,16.0,8.0
2205,Support,Soraka,#FFB733,250.07981485712392,1297.0270976369254,97251.0,16.0,8.16,16.0,8.0
2206,Mage,Swain,#25BAA4,727.1343479010366,1660.1057505150648,57894.0,16.0,8.16,16.0,8.0
3708,Mage,Sylas,#25BAA4,0.0,0.0,0.0,16.0,8.16,16.0,8.0
2207,Mage,Syndra,#25BAA4,702.8411523904302,866.4179077762461,42505.0,16.0,8.16,16.0,8.0
2208,Support,Tahm Kench,#FFB733,411.3718122086768,2180.517372624368,48560.0,16.0,8.16,16.0,8.0
2209,Mage,Taliyah,#25BAA4,696.1616962563239,1243.908916169253,25385.0,16.0,8.16,16.0,8.0
2210,Assassin,Talon,#ED2941,673.5083013101895,1295.8009973462758,73192.0,16.0,8.16,16.0,8.0
2211,Support,Taric,#FFB733,199.2583698620839,1800.2495352093165,38634.0,16.0,8.16,16.0,8.0
2212,Specialist,Teemo,#EB8596,789.2088416013027,1037.5723545480323,111647.0,16.0,8.16,16.0,8.0
2213,Support,Thresh,#FFB733,281.8136134096112,1329.6747958540902,174874.0,16.0,8.16,16.0,8.0
2214,Marksman,Tristana,#0D1F22,605.6773963582284,1001.5881063069024,129523.0,16.0,8.16,16.0,8.0
2215,Fighter,Trundle,#664A40,433.3198510518528,2514.588490050433,60715.0,16.0,8.16,16.0,8.0
2216,Assassin,Tryndamere,#ED2941,568.5501853450548,3116.206607936224,99843.0,16.0,8.16,16.0,8.0
2217,Mage,Twisted Fate,#25BAA4,617.3282986136348,1062.9828186328882,59623.0,16.0,8.16,16.0,8.0
2218,Marksman,Twitch,#0D1F22,673.2226664334612,1068.8431494248052,79846.0,16.0,8.16,16.0,8.0
2219,Fighter,Udyr,#664A40,439.4363911735127,2177.462214779569,94018.0,16.0,8.16,16.0,8.0
2220,Fighter,Urgot,#664A40,633.0803167550399,1890.8483706642808,46695.0,16.0,8.16,16.0,8.0
2221,Marksman,Varus,#0D1F22,627.0435009339351,940.8850401756745,101776.0,16.0,8.16,16.0,8.0
2222,Marksman,Vayne,#0D1F22,613.5310381594209,1073.933417322422,119177.0,16.0,8.16,16.0,8.0
2223,Mage,Veigar,#25BAA4,687.6353196509926,850.9167208660781,102416.0,16.0,8.16,16.0,8.0
2224,Mage,Vel'Koz,#25BAA4,772.0588898917744,766.4918661296015,74441.0,16.0,8.16,16.0,8.0
2225,Fighter,Vi,#664A40,510.0934389187799,1868.4712919478845,60597.0,16.0,8.16,16.0,8.0
2226,Mage,Viktor,#25BAA4,749.0381456272496,1079.219591269899,28882.0,16.0,8.16,16.0,8.0
2227,Mage,Vladimir,#25BAA4,701.5883830996027,2084.9596107431275,58333.0,16.0,8.16,16.0,8.0
2228,Fighter,Volibear,#664A40,492.8468582153811,2220.2849771606325,43210.0,16.0,8.16,16.0,8.0
2229,Fighter,Warwick,#664A40,460.12298513174596,2605.6928167145647,98757.0,16.0,8.16,16.0,8.0
2230,Fighter,Wukong,#664A40,582.2380662797633,1477.7126058798322,76530.0,16.0,8.16,16.0,8.0
2231,Marksman,Xayah,#0D1F22,628.1298534012759,957.5349159951265,61588.0,16.0,8.16,16.0,8.0
2232,Mage,Xerath,#25BAA4,796.4602381740181,723.8845872329233,45109.0,16.0,8.16,16.0,8.0
2233,Fighter,Xin Zhao,#664A40,523.7425026889225,2106.0011144521222,77872.0,16.0,8.16,16.0,8.0
2234,Assassin,Yasuo,#ED2941,661.0925314655758,1477.6885026961734,226043.0,16.0,8.16,16.0,8.0
2235,Fighter,Yorick,#664A40,670.6102040506058,1900.3242079102522,67284.0,16.0,8.16,16.0,8.0
2236,Tank,Zac,#393663,414.7807228960591,3078.1286597061417,25327.0,16.0,8.16,16.0,8.0
2237,Assassin,Zed,#ED2941,717.5431500887524,1188.8268925769362,141394.0,16.0,8.16,16.0,8.0
2238,Mage,Ziggs,#25BAA4,813.2542013771089,765.0524919937652,35449.0,16.0,8.16,16.0,8.0
2239,Specialist,Zilean,#EB8596,454.74488909168497,975.3883541331463,49710.0,16.0,8.16,16.0,8.0
2240,Mage,Zoe,#25BAA4,676.9043303238407,897.2839204568218,58261.0,16.0,8.16,16.0,8.0
2241,Support,Zyra,#FFB733,653.681097113411,749.7317153871096,86736.0,16.0,8.16,16.0,8.0
2242,Fighter,Aatrox,#664A40,584.4277499150804,2171.333942856644,36514.0,17.0,8.17,17.0,8.0
2243,Mage,Ahri,#25BAA4,719.9644191728486,980.2263578363235,155036.0,17.0,8.17,17.0,8.0
2244,Assassin,Akali,#ED2941,626.1969639458094,1452.1336869284223,120699.0,17.0,8.17,17.0,8.0
2245,Tank,Alistar,#393663,276.8165319618751,2133.2534277256555,94818.0,17.0,8.17,17.0,8.0
2246,Tank,Amumu,#393663,494.8914836402731,2236.94378510476,63558.0,17.0,8.17,17.0,8.0
2247,Mage,Anivia,#25BAA4,645.2095871108511,1705.5558599786905,49179.0,17.0,8.17,17.0,8.0
2248,Mage,Annie,#25BAA4,676.3308457762947,867.6295157572758,67685.0,17.0,8.17,17.0,8.0
2249,Marksman,Ashe,#0D1F22,611.2822223523054,954.7768986311086,99046.0,17.0,8.17,17.0,8.0
2250,Mage,Aurelion Sol,#25BAA4,671.1004353895934,1223.5649446578561,20272.0,17.0,8.17,17.0,8.0
2251,Specialist,Azir,#EB8596,679.8199358522814,998.8621954950253,17109.0,17.0,8.17,17.0,8.0
2252,Support,Bard,#FFB733,456.735721701313,1132.2017251597247,55771.0,17.0,8.17,17.0,8.0
2253,Support,Blitzcrank,#FFB733,330.16455055259337,1590.2503560362472,107205.0,17.0,8.17,17.0,8.0
2254,Mage,Brand,#25BAA4,758.7979309331558,860.2871720006231,124206.0,17.0,8.17,17.0,8.0
2255,Tank,Braum,#393663,241.8502937732462,1572.341134338204,93848.0,17.0,8.17,17.0,8.0
2256,Marksman,Caitlyn,#0D1F22,650.8457479182833,936.6360728407722,116396.0,17.0,8.17,17.0,8.0
2257,Fighter,Camille,#664A40,560.6800830663148,1793.0797219454926,62463.0,17.0,8.17,17.0,8.0
2258,Mage,Cassiopeia,#25BAA4,680.2034530799731,1227.508060112778,23466.0,17.0,8.17,17.0,8.0
2259,Specialist,Cho'Gath,#EB8596,564.0949152352181,2393.0729561703442,68730.0,17.0,8.17,17.0,8.0
2260,Marksman,Corki,#0D1F22,742.5958605524337,1112.7200122741176,11750.0,17.0,8.17,17.0,8.0
2261,Fighter,Darius,#664A40,591.5863166893423,1980.3281140591334,133336.0,17.0,8.17,17.0,8.0
2262,Fighter,Diana,#664A40,696.4688109555591,1523.9367352987394,60374.0,17.0,8.17,17.0,8.0
2263,Fighter,Dr. Mundo,#664A40,635.4985762618311,2761.482101119044,58565.0,17.0,8.17,17.0,8.0
2264,Marksman,Draven,#0D1F22,717.9122798173647,1127.9359983988015,111925.0,17.0,8.17,17.0,8.0
2265,Assassin,Ekko,#ED2941,659.2235764253046,1675.6650706412986,102021.0,17.0,8.17,17.0,8.0
2266,Fighter,Elise,#664A40,574.35318168861,1447.0277793641048,17494.0,17.0,8.17,17.0,8.0
2267,Assassin,Evelynn,#ED2941,643.9548722595127,1481.5782348300713,70592.0,17.0,8.17,17.0,8.0
2268,Marksman,Ezreal,#0D1F22,742.6954643923546,933.2008317510106,135022.0,17.0,8.17,17.0,8.0
2269,Specialist,Fiddlesticks,#EB8596,559.7631834919281,1195.860569666064,49858.0,17.0,8.17,17.0,8.0
2270,Assassin,Fiora,#ED2941,629.1611635751041,1955.5005668836852,68717.0,17.0,8.17,17.0,8.0
2271,Assassin,Fizz,#ED2941,652.1553196458174,1137.4046725681997,94896.0,17.0,8.17,17.0,8.0
2272,Tank,Galio,#393663,549.2212282966865,1831.913844925348,37893.0,17.0,8.17,17.0,8.0
2273,Specialist,Gangplank,#EB8596,672.7646157168792,1471.7574607148406,61943.0,17.0,8.17,17.0,8.0
2274,Fighter,Garen,#664A40,614.479204846641,2290.472579077222,183341.0,17.0,8.17,17.0,8.0
2275,Specialist,Gnar,#EB8596,611.9309480794012,1588.0375645619142,41722.0,17.0,8.17,17.0,8.0
2276,Tank,Gragas,#393663,514.4000887157202,2001.3673163458263,66641.0,17.0,8.17,17.0,8.0
2277,Specialist,Graves,#EB8596,640.8186082661755,1562.9168213914538,173602.0,17.0,8.17,17.0,8.0
2278,Fighter,Hecarim,#664A40,554.6959809396187,2301.762288615671,55886.0,17.0,8.17,17.0,8.0
2279,Specialist,Heimerdinger,#EB8596,809.3605719132728,933.2036452831718,47240.0,17.0,8.17,17.0,8.0
2280,Fighter,Illaoi,#664A40,765.8787269316607,2126.296221731226,45112.0,17.0,8.17,17.0,8.0
2281,Fighter,Irelia,#664A40,631.8515263791448,1829.7352618705056,153752.0,17.0,8.17,17.0,8.0
2282,Support,Ivern,#FFB733,307.1698165990649,1189.3766922622985,9674.0,17.0,8.17,17.0,8.0
2283,Support,Janna,#FFB733,267.33091422046743,952.2624978045101,64781.0,17.0,8.17,17.0,8.0
2284,Fighter,Jarvan IV,#664A40,503.89591847366256,1917.1083961066913,55794.0,17.0,8.17,17.0,8.0
2285,Assassin,Jax,#ED2941,575.26791013205,1724.8133387821065,242923.0,17.0,8.17,17.0,8.0
2286,Mage,Jayce,#25BAA4,715.8736417967502,1234.7454732540605,33184.0,17.0,8.17,17.0,8.0
2287,Marksman,Jhin,#0D1F22,701.1612439606669,947.7064949448147,281725.0,17.0,8.17,17.0,8.0
2288,Marksman,Jinx,#0D1F22,645.2876382767705,971.5702443355448,196489.0,17.0,8.17,17.0,8.0
2289,Marksman,Kai'Sa,#0D1F22,641.6242536845614,1091.3651326805816,249729.0,17.0,8.17,17.0,8.0
2290,Marksman,Kalista,#0D1F22,602.2598951892404,1130.8991277757145,13932.0,17.0,8.17,17.0,8.0
2291,Support,Karma,#FFB733,466.5863297496489,954.7237152814403,47187.0,17.0,8.17,17.0,8.0
2292,Mage,Karthus,#25BAA4,963.4025372210865,1137.4980148256896,27242.0,17.0,8.17,17.0,8.0
2293,Assassin,Kassadin,#ED2941,678.7215373649946,1652.1011150385477,85069.0,17.0,8.17,17.0,8.0
2294,Assassin,Katarina,#ED2941,723.510283342183,1378.3720087908632,53371.0,17.0,8.17,17.0,8.0
2295,Specialist,Kayle,#EB8596,568.1649912392402,1384.3647546193076,28428.0,17.0,8.17,17.0,8.0
2296,Assassin,Kayn,#ED2941,597.9482596884069,2230.168778474783,131992.0,17.0,8.17,17.0,8.0
2297,Specialist,Kennen,#EB8596,668.783102748236,1094.4056548625033,33807.0,17.0,8.17,17.0,8.0
2298,Assassin,Kha'Zix,#ED2941,592.41176197486,1904.5594921410802,68249.0,17.0,8.17,17.0,8.0
2299,Marksman,Kindred,#0D1F22,616.9950771068535,1719.2966299654151,58128.0,17.0,8.17,17.0,8.0
2300,Fighter,Kled,#664A40,647.2204050903929,2197.9883410841926,39196.0,17.0,8.17,17.0,8.0
2301,Marksman,Kog'Maw,#0D1F22,757.5585620689473,1023.9148614210666,18168.0,17.0,8.17,17.0,8.0
2302,Mage,LeBlanc,#25BAA4,670.6996933855451,996.2784388346107,89690.0,17.0,8.17,17.0,8.0
2303,Fighter,Lee Sin,#664A40,509.7830642174258,1972.1765414542513,144753.0,17.0,8.17,17.0,8.0
2304,Tank,Leona,#393663,264.32518965287727,1718.0822579431954,129348.0,17.0,8.17,17.0,8.0
2305,Mage,Lissandra,#25BAA4,649.408795672855,1065.7823867097763,25540.0,17.0,8.17,17.0,8.0
2306,Marksman,Lucian,#0D1F22,665.4313948396149,1120.750049823976,260459.0,17.0,8.17,17.0,8.0
2307,Support,Lulu,#FFB733,256.76326198643665,804.4275661036373,79172.0,17.0,8.17,17.0,8.0
2308,Mage,Lux,#25BAA4,650.5786365699994,758.6128248794287,229949.0,17.0,8.17,17.0,8.0
2309,Tank,Malphite,#393663,561.6127284987164,1803.9087777216973,88851.0,17.0,8.17,17.0,8.0
2310,Mage,Malzahar,#25BAA4,673.0063411266316,876.9080248085869,77071.0,17.0,8.17,17.0,8.0
2311,Tank,Maokai,#393663,508.01697957275155,2484.921992168687,29676.0,17.0,8.17,17.0,8.0
2312,Assassin,Master Yi,#ED2941,611.4237553142821,1798.8427443847168,142404.0,17.0,8.17,17.0,8.0
2313,Marksman,Miss Fortune,#0D1F22,722.3241374425155,952.7396807355369,231015.0,17.0,8.17,17.0,8.0
2314,Fighter,Mordekaiser,#664A40,667.1086046666467,1978.3263352672273,17113.0,17.0,8.17,17.0,8.0
2315,Support,Morgana,#FFB733,461.8446422150443,1021.1055321598449,166726.0,17.0,8.17,17.0,8.0
2316,Support,Nami,#FFB733,308.4502982392351,1086.8480334602473,164643.0,17.0,8.17,17.0,8.0
2317,Fighter,Nasus,#664A40,595.6021684775802,2255.014880422254,107266.0,17.0,8.17,17.0,8.0
2318,Tank,Nautilus,#393663,363.28026033471366,1917.504188083134,56093.0,17.0,8.17,17.0,8.0
3686,Mage,Neeko,#25BAA4,0.0,0.0,0.0,17.0,8.17,17.0,8.0
2319,Specialist,Nidalee,#EB8596,592.7607940148754,1763.7582788208224,36699.0,17.0,8.17,17.0,8.0
2320,Assassin,Nocturne,#ED2941,564.923521415713,1864.7952333957232,76587.0,17.0,8.17,17.0,8.0
2321,Tank,Nunu,#393663,419.8467233226744,2667.702287765826,189215.0,17.0,8.17,17.0,8.0
2322,Fighter,Olaf,#664A40,594.405417276311,2197.1424734331167,35499.0,17.0,8.17,17.0,8.0
2323,Mage,Orianna,#25BAA4,657.9586176888586,913.5045496265736,63471.0,17.0,8.17,17.0,8.0
2324,Tank,Ornn,#393663,518.4813932030274,2081.5292385891144,30544.0,17.0,8.17,17.0,8.0
2325,Fighter,Pantheon,#664A40,617.4428506582346,1390.3001376954287,83945.0,17.0,8.17,17.0,8.0
2326,Tank,Poppy,#393663,540.6023120946754,2120.2214711340566,70075.0,17.0,8.17,17.0,8.0
2327,Support,Pyke,#FFB733,349.69434173756173,1493.1053127439902,148218.0,17.0,8.17,17.0,8.0
2328,Specialist,Quinn,#EB8596,692.9478863735319,1078.6474999803315,50445.0,17.0,8.17,17.0,8.0
2329,Support,Rakan,#FFB733,261.87272171871246,1303.788809147724,57600.0,17.0,8.17,17.0,8.0
2330,Tank,Rammus,#393663,491.38375384126044,2658.548218175756,57921.0,17.0,8.17,17.0,8.0
2331,Fighter,Rek'Sai,#664A40,515.5383273444286,2089.0977894206144,9570.0,17.0,8.17,17.0,8.0
2332,Fighter,Renekton,#664A40,612.4185549727146,2045.5886567856728,77799.0,17.0,8.17,17.0,8.0
2333,Fighter,Rengar,#664A40,599.1561580112121,1886.2860442628173,71184.0,17.0,8.17,17.0,8.0
2334,Assassin,Riven,#ED2941,565.4567219876038,1705.8351794930757,82534.0,17.0,8.17,17.0,8.0
2335,Mage,Rumble,#25BAA4,723.3210806566842,1480.876722351689,27675.0,17.0,8.17,17.0,8.0
2336,Mage,Ryze,#25BAA4,638.0708504531046,1278.012895292155,58222.0,17.0,8.17,17.0,8.0
2337,Tank,Sejuani,#393663,397.3765379440484,2290.7219702521975,28034.0,17.0,8.17,17.0,8.0
2338,Assassin,Shaco,#ED2941,527.8619781068895,1407.5698157458705,55108.0,17.0,8.17,17.0,8.0
2339,Tank,Shen,#393663,366.0084191577781,1937.7031375918336,67901.0,17.0,8.17,17.0,8.0
2340,Fighter,Shyvana,#664A40,565.8117046087592,2202.4525183440023,39071.0,17.0,8.17,17.0,8.0
2341,Specialist,Singed,#EB8596,637.4941075808554,1877.3820382463468,36171.0,17.0,8.17,17.0,8.0
2342,Tank,Sion,#393663,574.559799739911,2978.745442150619,102372.0,17.0,8.17,17.0,8.0
2343,Marksman,Sivir,#0D1F22,651.0181362779821,968.5935165439137,52148.0,17.0,8.17,17.0,8.0
2344,Fighter,Skarner,#664A40,365.7403921542823,2274.7388413124354,11962.0,17.0,8.17,17.0,8.0
2345,Support,Sona,#FFB733,405.1483810161588,1159.6277100233758,98793.0,17.0,8.17,17.0,8.0
2346,Support,Soraka,#FFB733,253.94457928065728,1303.4664298973607,90172.0,17.0,8.17,17.0,8.0
2347,Mage,Swain,#25BAA4,735.2536890102193,1669.335969639391,54310.0,17.0,8.17,17.0,8.0
3709,Mage,Sylas,#25BAA4,0.0,0.0,0.0,17.0,8.17,17.0,8.0
2348,Mage,Syndra,#25BAA4,714.5820914361043,871.1927673113038,39326.0,17.0,8.17,17.0,8.0
2349,Support,Tahm Kench,#FFB733,425.54120359612614,2208.4679712308816,45349.0,17.0,8.17,17.0,8.0
2350,Mage,Taliyah,#25BAA4,713.2085097728068,1257.6936946216092,21320.0,17.0,8.17,17.0,8.0
2351,Assassin,Talon,#ED2941,692.7944470347812,1306.6881476603126,76407.0,17.0,8.17,17.0,8.0
2352,Support,Taric,#FFB733,204.10269538225523,1807.6134784752378,37540.0,17.0,8.17,17.0,8.0
2353,Specialist,Teemo,#EB8596,796.5541056683619,1048.3755776934584,105519.0,17.0,8.17,17.0,8.0
2354,Support,Thresh,#FFB733,284.55326845236993,1327.9804611029408,219330.0,17.0,8.17,17.0,8.0
2355,Marksman,Tristana,#0D1F22,610.8986179672187,1003.6788564039662,138419.0,17.0,8.17,17.0,8.0
2356,Fighter,Trundle,#664A40,440.8597173171205,2505.787431184859,52934.0,17.0,8.17,17.0,8.0
2357,Assassin,Tryndamere,#ED2941,581.5387931728171,3472.859531285892,101435.0,17.0,8.17,17.0,8.0
2358,Mage,Twisted Fate,#25BAA4,625.6406286506366,1071.3336724639837,55751.0,17.0,8.17,17.0,8.0
2359,Marksman,Twitch,#0D1F22,685.2968677052701,1081.1802489761671,87475.0,17.0,8.17,17.0,8.0
2360,Fighter,Udyr,#664A40,449.4096938461668,2176.3720903818476,89775.0,17.0,8.17,17.0,8.0
2361,Fighter,Urgot,#664A40,642.3584330918284,1917.8886035051073,63087.0,17.0,8.17,17.0,8.0
2362,Marksman,Varus,#0D1F22,619.3041960234672,949.0457586063386,95424.0,17.0,8.17,17.0,8.0
2363,Marksman,Vayne,#0D1F22,628.7332189650074,1079.3922829464673,131397.0,17.0,8.17,17.0,8.0
2364,Mage,Veigar,#25BAA4,697.8253691527432,851.7845370112374,107433.0,17.0,8.17,17.0,8.0
2365,Mage,Vel'Koz,#25BAA4,783.6532826528555,765.1697460921038,74701.0,17.0,8.17,17.0,8.0
2366,Fighter,Vi,#664A40,519.9378140929031,1872.0430456920828,58089.0,17.0,8.17,17.0,8.0
2367,Mage,Viktor,#25BAA4,760.6384706292574,1082.8038783385393,29123.0,17.0,8.17,17.0,8.0
2368,Mage,Vladimir,#25BAA4,709.9559012226812,2098.828111873569,54248.0,17.0,8.17,17.0,8.0
2369,Fighter,Volibear,#664A40,498.1815675775387,2216.1849946965226,39863.0,17.0,8.17,17.0,8.0
2370,Fighter,Warwick,#664A40,465.29881417960746,2608.0970394067267,91132.0,17.0,8.17,17.0,8.0
2371,Fighter,Wukong,#664A40,604.5094782337883,1502.8294528607933,68656.0,17.0,8.17,17.0,8.0
2372,Marksman,Xayah,#0D1F22,635.3208192840125,962.2885614438347,61907.0,17.0,8.17,17.0,8.0
2373,Mage,Xerath,#25BAA4,802.2987175027866,723.8205764892916,47307.0,17.0,8.17,17.0,8.0
2374,Fighter,Xin Zhao,#664A40,533.2375503037217,2112.517867591549,75324.0,17.0,8.17,17.0,8.0
2375,Assassin,Yasuo,#ED2941,674.6059696668051,1485.1882343433035,223719.0,17.0,8.17,17.0,8.0
2376,Fighter,Yorick,#664A40,653.3585291140386,1880.4056696356915,48952.0,17.0,8.17,17.0,8.0
2377,Tank,Zac,#393663,419.327924478779,3086.683927152086,22696.0,17.0,8.17,17.0,8.0
2378,Assassin,Zed,#ED2941,734.2134633194432,1196.4081148673797,131035.0,17.0,8.17,17.0,8.0
2379,Mage,Ziggs,#25BAA4,827.8183545842744,768.2751420065309,35360.0,17.0,8.17,17.0,8.0
2380,Specialist,Zilean,#EB8596,468.7979561186615,979.8309383095946,56574.0,17.0,8.17,17.0,8.0
2381,Mage,Zoe,#25BAA4,691.7169031143508,897.4073903233033,40474.0,17.0,8.17,17.0,8.0
2382,Support,Zyra,#FFB733,663.9222819089028,749.3552510401045,82304.0,17.0,8.17,17.0,8.0
2383,Fighter,Aatrox,#664A40,591.5025040091857,2189.00305438984,58914.0,18.0,8.18,18.0,8.0
2384,Mage,Ahri,#25BAA4,718.4567797018872,981.5412002403846,150828.0,18.0,8.18,18.0,8.0
2385,Assassin,Akali,#ED2941,610.8448347287572,1446.5938240256842,102520.0,18.0,8.18,18.0,8.0
2386,Tank,Alistar,#393663,276.7263314602493,2136.6938192117273,100843.0,18.0,8.18,18.0,8.0
2387,Tank,Amumu,#393663,493.9695441306306,2234.499613376782,60078.0,18.0,8.18,18.0,8.0
2388,Mage,Anivia,#25BAA4,637.6591093548656,1830.3654185117002,47389.0,18.0,8.18,18.0,8.0
2389,Mage,Annie,#25BAA4,680.1369146315341,866.6716531044799,55531.0,18.0,8.18,18.0,8.0
2390,Marksman,Ashe,#0D1F22,606.6131065169504,952.5277343923754,94037.0,18.0,8.18,18.0,8.0
2391,Mage,Aurelion Sol,#25BAA4,675.8642998578489,1220.578985477009,18387.0,18.0,8.18,18.0,8.0
2392,Specialist,Azir,#EB8596,671.9255963027342,997.3250100735718,17346.0,18.0,8.18,18.0,8.0
2393,Support,Bard,#FFB733,456.1006000867881,1125.4699183263779,54583.0,18.0,8.18,18.0,8.0
2394,Support,Blitzcrank,#FFB733,329.3567525273828,1586.5177485133922,107404.0,18.0,8.18,18.0,8.0
2395,Mage,Brand,#25BAA4,757.9306435513753,864.3284392580819,131150.0,18.0,8.18,18.0,8.0
2396,Tank,Braum,#393663,240.37743721201838,1552.9909674973487,84438.0,18.0,8.18,18.0,8.0
2397,Marksman,Caitlyn,#0D1F22,652.1912522911997,938.6881922086907,111132.0,18.0,8.18,18.0,8.0
2398,Fighter,Camille,#664A40,549.4657813316951,1817.8914086302657,71247.0,18.0,8.18,18.0,8.0
2399,Mage,Cassiopeia,#25BAA4,673.1016950360149,1228.3161090444696,25482.0,18.0,8.18,18.0,8.0
2400,Specialist,Cho'Gath,#EB8596,582.3408013792734,2288.666413393813,79236.0,18.0,8.18,18.0,8.0
2401,Marksman,Corki,#0D1F22,741.824026295379,1120.0059605000488,12367.0,18.0,8.18,18.0,8.0
2402,Fighter,Darius,#664A40,585.4910851845918,1975.1215884356848,132584.0,18.0,8.18,18.0,8.0
2403,Fighter,Diana,#664A40,693.1701386116101,1519.400746187583,58416.0,18.0,8.18,18.0,8.0
2404,Fighter,Dr. Mundo,#664A40,627.7722296154668,2735.5043848705814,49269.0,18.0,8.18,18.0,8.0
2405,Marksman,Draven,#0D1F22,717.5244280417705,1127.8027397116657,101903.0,18.0,8.18,18.0,8.0
2406,Assassin,Ekko,#ED2941,661.5440290028084,1684.772036603305,98736.0,18.0,8.18,18.0,8.0
2407,Fighter,Elise,#664A40,575.1543099451258,1442.5255144911184,18480.0,18.0,8.18,18.0,8.0
2408,Assassin,Evelynn,#ED2941,647.1315262448944,1482.8581999587998,67768.0,18.0,8.18,18.0,8.0
2409,Marksman,Ezreal,#0D1F22,743.3734270628265,935.4254466999423,127334.0,18.0,8.18,18.0,8.0
2410,Specialist,Fiddlesticks,#EB8596,566.7345859696914,1211.8201157880615,47327.0,18.0,8.18,18.0,8.0
2411,Assassin,Fiora,#ED2941,610.4189995630679,1930.8623456487376,54666.0,18.0,8.18,18.0,8.0
2412,Assassin,Fizz,#ED2941,654.4459993907424,1136.837672986001,90388.0,18.0,8.18,18.0,8.0
2413,Tank,Galio,#393663,547.1635322820487,1826.0068642845395,41825.0,18.0,8.18,18.0,8.0
2414,Specialist,Gangplank,#EB8596,667.6822293951386,1465.530987188798,54758.0,18.0,8.18,18.0,8.0
2415,Fighter,Garen,#664A40,606.1622353438333,2292.656691686081,168463.0,18.0,8.18,18.0,8.0
2416,Specialist,Gnar,#EB8596,606.6700892679522,1591.9384564127722,36528.0,18.0,8.18,18.0,8.0
2417,Tank,Gragas,#393663,511.07174015259204,1987.4302368159833,66210.0,18.0,8.18,18.0,8.0
2418,Specialist,Graves,#EB8596,646.9834858579652,1550.561367006432,168243.0,18.0,8.18,18.0,8.0
2419,Fighter,Hecarim,#664A40,550.5202432560318,2288.0488635109386,57895.0,18.0,8.18,18.0,8.0
2420,Specialist,Heimerdinger,#EB8596,814.5124807744528,934.9823242732941,44355.0,18.0,8.18,18.0,8.0
2421,Fighter,Illaoi,#664A40,758.9533039245568,2119.153279470526,44887.0,18.0,8.18,18.0,8.0
2422,Fighter,Irelia,#664A40,629.9325469183443,1822.9909382158735,146826.0,18.0,8.18,18.0,8.0
2423,Support,Ivern,#FFB733,304.55053766120596,1195.2585176293028,9223.0,18.0,8.18,18.0,8.0
2424,Support,Janna,#FFB733,267.73652470574353,947.1145736024384,62632.0,18.0,8.18,18.0,8.0
2425,Fighter,Jarvan IV,#664A40,505.4237685019398,1918.0758344114452,55710.0,18.0,8.18,18.0,8.0
